Precio (€),Marca,Modelo,Motor,Potencia (cv),Km,Ciudad,Año,Image
22.850,Opel,Grandland 1.2T S&S 2020,Gasolina,130,10,Valencia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/17/1/medium/e89294aa6b311f95095815d8373e78c4.JPG
20.700,Opel,Grandland 1.2T S&S Edition 130,Gasolina,130,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/0/medium/7e5e27d84136917064a80c7626873206.JPG
14.700,Opel,Corsa 1.2T XHL S/S,Gasolina,100,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/11/3/medium/030481174715887307_01.jpg
17.700,Opel,Corsa 1.2T XHL S/S,Gasolina,100,48,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/21/e/medium/0301837095dedb2732-9147-42c8-b64e-bad8c5e4af36_original.jpg
19.700,Opel,Crossland 1.2 S&S Edition 110,Gasolina,110,48,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/06/8/medium/030905227169a97a91-f6fe-4812-ba26-0e2f3c8378a0_original.jpg
14.900,Opel,Crossland 1.2 S&S 82,Gasolina,82,600,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/02/b/medium/0293977273017c3ae1-3d76-a3e4-d37a-c537a3f6944a.jpg
24.050,Opel,Insignia ST 1.5D DVH S&S,Diesel,122,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/09/6/medium/821aec89d56c0a8f95278b72f909151d.JPG
26.200,Opel,Mokka -e GS Line Plus-e,Eléctrico,136,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/19/2/medium/e0b8c4ec7a9e95995c496916b1770ee3.JPG
21.000,Opel,Mokka 1.2T S&S GS Line,Gasolina,130,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/6/medium/884d4b7ee087c87d8db9dbc5d5dcf96a.jpg
20.600,Opel,Mokka 1.2T S&S Business,Gasolina,130,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/24/3/medium/bbd3f9dda63fea2fd87d7881c9def12f.jpg
24.490,Opel,Mokka 1.2T S&S GS Line,Gasolina,130,37,Segovia,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/20/0/medium/55a1a30279db673a0c0e4580144da0bf.jpg
26.500,Opel,Grandland 1.2T S&S Edition 130,Gasolina,130,154,Segovia,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/22/8/medium/114dcfdda4f71fe8477d3bc6bfb39835.jpg
27.300,Opel,Grandland 1.2T S&S Ultimate,Gasolina,130,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/8/medium/d7d1f1cfbf31085c6196ce1172eb7577.JPG
21.289,Opel,Corsa -e Elegance-e,Eléctrico,136,1,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/8/medium/32844b3ed9f53205f224a2e9a54348b2.jpg
33.900,Opel,Mokka -e GS Ultimate-e,Eléctrico,136,950,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/26/1/medium/0278733676017a443f-fb23-cb1a-d3b4-34e22a359d49.jpg
31.990,Opel,Mokka -e GS Line-e,Eléctrico,136,1.200,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/23/b/medium/5f27653a35e78e981adfe4ada3d8acf1.jpg
27.500,Peugeot,5008 1.5BlueHDi S&S,Diesel,130,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/1/medium/031087818516653183_01.jpg
30.540,Peugeot,3008 1.2 S&S PureTech,Gasolina,130,2,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/b/medium/4c25243f3c43c1976eff46e4ca1df3c1.JPG
13.648,Peugeot,208 1.2 Puretech S&S,Gasolina,75,2,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/0/medium/a453d0d6571b9a01010c5a5ef45f77d2.JPG
16.314,Peugeot,208 1.5 BlueHDi S&S,Diesel,100,2,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/13/d/medium/ba1b1e3e076b82835af868cd5b3b85a8.jpg
23.400,Peugeot,2008 1.2 PureTech S&S,Gasolina,130,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/05/3/medium/030386508115780399_01.jpg
22.990,Peugeot,3008 1.2 S&S PureTech,Gasolina,130,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/09/7/medium/030944718115780426_01.jpg
33.480,Peugeot,2008 GT Eléctrico 100kW,Eléctrico,136,2,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/10/4/medium/b9089a2eecd893b1568bb8f992213e41.JPG
27.000,Peugeot,2008 Allure Eléctrico,Eléctrico,136,9.000,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2021/07/21/7/medium/5d9961894908283567e36746e504e9e4.jpg
39.000,Peugeot,3008 HYB PHEV 300,Híbrido,300,4.500,Albacete,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/f/medium/30aee0b81f9103df96300ba599655534.jpeg
20.700,Peugeot,308 1.2 PureTech S&S,Gasolina,130,100,Albacete,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/29/3/medium/2509610a756fb7b8f378769de711560b.jpg
21.900,Peugeot,308 SW 1.5 BlueHDi S&S,Diesel,130,1.000,Albacete,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/29/0/medium/07f721a16d9f0ad69b1b7c344a67422a.jpg
37.900,Peugeot,3008 HYB PHEV 300,Híbrido,300,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/28/5/medium/dcf66f15c8b49e67b812ae8b8b1aa783.jpg
23.800,Peugeot,3008 1.5BlueHDi Active,Diesel,130,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/a/medium/031087817316653168_01.jpg
22.500,Peugeot,2008 Allure Pack Eléctrico,Eléctrico,136,2.000,Alava,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/11/d/medium/03049380472311d523-fa67-4e41-8f53-3990191bb476_original.jpg
18.900,Peugeot,208 Allure Pack Eléctrico,Eléctrico,136,1.500,Alava,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/06/7/medium/02947320012a61c01c-5b6e-4f9b-aa99-584dd6f04605_original.jpg
23.100,Peugeot,2008 Allure Pack Eléctrico,Eléctrico,136,2.000,"Coruña, A",2021,https://imgs.coches.com/coches/fotos/usados/2021/09/17/9/medium/02912695371626858682976.jpg
24.000,Peugeot,2008 Allure Pack Eléctrico,Eléctrico,136,10.000,"Coruña, A",2021,https://imgs.coches.com/coches/fotos/usados/2021/09/17/b/medium/02912694391627984162602.jpg
23.935,Peugeot,2008 Active Pack Eléctrico,Eléctrico,136,1,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/03/5/medium/02694877853a0a636763760f226bfabde39353cf95_original.jpg
30.296,Peugeot,2008 Active Pack Eléctrico,Eléctrico,136,2,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/10/4/medium/1aaf61d7e366f88940f6d5bcc20ce4da.JPG
16.790,Peugeot,308 1.2 PureTech S&S,Gasolina,110,9.725,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311559641116708-1-3980-LPN_wm.JPG
82.995,Porsche,E-Hybrid Aut.,Híbrido,462,9.990,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/31/f/medium/0307985203d2ca778fc693882848134fb5f80e8559_original.jpg
72.900,Porsche,Macan Aut.,Gasolina,245,9.200,Tarragona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/a67905a7b53133f5b57135f15e1f08aa.jpg
96.500,Porsche,Macan GTS Aut.,Gasolina,382,5.000,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/05/e/medium/0308887365017e2629-b2ae-e3bd-c8f4-33334537659b.jpg
246.990,Porsche,911 GT3 PDK,Gasolina,510,3.500,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/06/5/medium/47bff2a5ccb137f8567b42d607af12e3.JPG
159.000,Porsche,911 Carrera 4S Cabriolet,Gasolina,450,9.000,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/12/7/medium/030509197593314a70d4f0923c3a61939b291c6284_original.jpg
99.900,Porsche,E-Hybrid Coupé Aut.,Híbrido,462,5.600,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/0/medium/8afd6c9a664092f690c35ad708c3d929.jpg
88.943,Porsche,Taycan,Eléctrico,326,1,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/5/medium/1d2868128e687decab84d0bc8b541d71.jpg
158.900,Porsche,911 Carrera 4S Coupé,Gasolina,450,10.000,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/15/f/medium/6dc861b1ec1c8e4b29f761babf32f2d6.jpg
116.900,Porsche,Taycan 4S,Eléctrico,530,5.150,"Coruña, A",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/21/3/medium/03064384779f9965bb-6eb2-4b22-8354-04d601dad68b_original.jpg
109.500,Porsche,Taycan,Eléctrico,326,8.600,"Coruña, A",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/f/medium/03064386511ad23a00-b4bf-49f4-abdd-07916de80ef6_original.jpg
125.900,Porsche,Taycan 4S,Eléctrico,530,6.500,"Coruña, A",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/0/medium/0306438487cec88b2e-e879-494c-912e-780b48febc58_original.jpg
119.900,Porsche,4 Sport Turismo,Gasolina,330,1.000,"Coruña, A",2020,https://imgs.coches.com/coches/fotos/usados/2021/11/04/2/medium/029929505109362815-417b-495b-a7f5-373d31f7ecd7_original.jpg
177.900,Porsche,911 Targa 4 S PDK,Gasolina,450,7.900,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/6/medium/03123010023af4e51c-fb5b-4825-ba35-17f98f6bb233_01.jpg
93.000,Porsche,Taycan 4S,Eléctrico,530,5.200,Navarra,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/0/medium/029727121901-1625131341_495.jpg
101.900,Porsche,Taycan 4S,Eléctrico,530,6.500,Huesca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/0/medium/0306333585640x480.jpg
174.900,Porsche,Taycan Turbo S,Eléctrico,761,1.923,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/23/5/medium/0297273667640x480.jpg
107.500,Porsche,4 Aut.,Gasolina,330,9.000,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/07/22/8/medium/0282828364640x480.jpg
139.800,Porsche,4S E-Hybrid Aut.,Híbrido,560,3.500,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/07/21/2/medium/0282668806640x480.jpg
67.400,Porsche,Macan Aut.,Gasolina,245,9.500,Navarra,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/d/medium/029727124300-1622030379_603.jpg
95.990,Porsche,Macan S Aut.,Gasolina,354,3.600,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/29/6/medium/0307679247640x480.jpg
23.800,Renault,Scénic Grand dCi Limited,Diesel,120,101,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/08/1/medium/a11383521cd9beaeb54cb1a51f251a5c.jpg
18.990,Renault,Clio E-TECH Zen,Híbrido,140,40,Ciudad Real,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/18/f/medium/030585330901_1639754550_420.jpg
19.990,Renault,Clio E-TECH,Híbrido,140,40,Ciudad Real,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/18/9/medium/030585331101_1639759736_289.jpg
16.490,Renault,Clio E-TECH,Híbrido,140,1.000,"Palmas, Las",2022,https://imgs.coches.com/coches/fotos/usados/2022/01/26/f/medium/d7ceb910a4e4a5945f942b502058fafa.jpg
30.900,Renault,Koleos 2.0dCi Blue Intens,Diesel,185,10,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/5/medium/03100136911641896419046.jpg
22.200,Renault,Captur E-TECH,Híbrido,145,100,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/17/6/medium/0310d815f48e41efb6bdadeb01e53a82.JPG
22.200,Renault,Captur E-TECH,Híbrido,145,100,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/e/medium/9d677a275feeee41401ad40820adfbb0.jpg
22.900,Renault,Captur TCe GPF Micro,Gasolina,140,7,"Palmas, Las",2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/5/medium/3927f377da595ff270e445271b584648.jpg
25.190,Renault,Captur E-TECH,Híbrido,160,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0310069283m_img_58_49352_868212_1641907025.jpg
27.990,Renault,Mégane E-TECH Zen 117kW,Híbrido,160,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/1/medium/0309939937m_img_58_49350_868201_1641905480.jpg
31.500,Renault,Talisman 2.0dCi Blue Zen EDC,Diesel,160,10,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/0/medium/03100137091641896820076.jpg
17.990,Renault,Clio E-TECH,Híbrido,140,9,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/23/e/medium/5e81e4680a628b733811608dc65a874d.jpg
28.190,Renault,Mégane E-TECH Zen 117kW,Híbrido,160,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0310069305m_img_58_49354_868554_1641988879.jpg
19.290,Renault,Kangoo Fg. 1.5Blue dCi,Diesel,75,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/a/medium/0310069261m_img_58_49341_868156_1641904690.jpg
24.490,Renault,Trafic Combi Mixto 5-6,Diesel,145,12,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/26/0/medium/bd3a91fbf094d5b2a14f134f9c743d95.jpeg
23.900,Renault,Captur E-TECH,Híbrido,160,2.000,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/11/09/9/medium/bc23a95511d2bcb46322b3c1fe8fc8e0.jpg
22.800,Renault,Mégane S.T E-TECH Intens,Híbrido,160,5.500,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/16/6/medium/b3228eeaf702d885f0997e2d24085561.jpeg
15.890,Renault,Clio TCe Zen 67kW,Gasolina,90,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/4/medium/031232097234a1d24aa59e9b11e913c71a7af7ffc8-6068160-a8f598e875d5749e3dde1b634992b7fc34ec90d6-vehicle-gallery-big.jpg
19.000,Renault,Mégane S.T. 1.5dCi Blue,Diesel,115,3.125,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/19/f/medium/4dc068181e1fe50e19f931bf745a938f.JPEG
16.690,Renault,Clio TCe Zen 67kW,Gasolina,90,5,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/c/medium/03123213885f19cb72dcc89c43abbd74d20cecb5cf-6415430-a8f598e875d5749e3dde1b634992b7fc34ec90d6-vehicle-gallery-big.jpg
17.600,Seat,Arona 1.0 TSI S&S Style 110,Gasolina,110,8.415,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/08/b/medium/1015c844258ecdec10363d5e136a821b.jpg
29.990,Seat,Ateca 2.0TDI CR S&S,Diesel,150,4.804,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/11/a/medium/100c659624b0bd5a3d14b0049a0ce1ee.jpg
29.335,Seat,León ST 1.5 eTSI S&S FR,Gasolina,150,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/09/e/medium/5af6a70aa9af44b6455e19bb2fa106d6.jpg
21.500,Seat,León 1.0 TSI S&S Style 110,Gasolina,110,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/23/f/medium/5ab77f7d571eb2c7fd83b5abd09f53e8.jpg
16.800,Seat,Arona 1.0 TSI S&S,Gasolina,95,1,Asturias,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/f/medium/f9ea9aeefa8c09f599b89202235d9f94.jpg
44.284,Seat,Alhambra 1.4 TSI S&S,Gasolina,150,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/f/medium/a308920c52365c5229db9d20535cfdde.jpg
44.284,Seat,Alhambra 1.4 TSI S&S,Gasolina,150,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/9/medium/2b860f75ce140a4e63a9f6d8529f7d49.jpg
18.500,Seat,Arona 1.0 TSI S&S FR 110,Gasolina,110,9.825,Illes Balears,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/0/medium/7cfd1d81ad9aaa985fd377492a926aa4.jpg
16.400,Seat,Arona 1.0 TSI S&S Style 110,Gasolina,110,9.234,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/6/medium/f9f925c11446aeea43201b2acf4a1451.JPG
14.990,Seat,Ibiza 1.0 TSI S&S Style 110,Gasolina,110,10.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/9/medium/f28ca4d4bf425ff07eeadbe18efd5ed1.JPG
15.900,Seat,Ibiza 1.0 TSI S&S FR 115,Gasolina,115,5.136,Guadalajara,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/26/7/medium/cfc7d1c144db983173e58de2474c2cd4.jpg
16.900,Seat,Arona 1.0 TSI S&S Style 110,Gasolina,110,9.157,Guadalajara,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/24/4/medium/a37eec299affbd5e06d82242ae5ae453.JPEG
22.850,Seat,Ateca 1.0 TSI S&S,Gasolina,110,48,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/19/6/medium/3de64f80ad1ee4f9c332cfe083b8746b.jpg
23.133,Seat,Ibiza 1.5 TSI S&S FR,Gasolina,150,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/77dfb65d4f708c7137ea8bb1cfea9315.jpg
17.990,Seat,Ibiza 1.0 TSI S&S FR 115,Gasolina,115,6.941,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0776f20c225d15e2ae2df5dd05ef4b08.jpg
26.970,Seat,León 2.0TDI CR S&S FR,Diesel,150,4.815,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/d/medium/566515a118ed396e29d3ae9413a11463.jpg
20.900,Seat,Ibiza 1.0 TSI S&S FR,Gasolina,110,2.715,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/02/6/medium/56fdf695396c9c3411c983ba7669cbd3.jpg
17.300,Seat,Arona 1.0 TSI S&S FR 110,Gasolina,110,9.799,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/0/medium/0311564471496299-Plantilla-GNA.jpg
17.300,Seat,Arona 1.0 TSI S&S FR 110,Gasolina,110,9.583,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/9/medium/0311564469496290-1.png
17.300,Seat,Arona 1.0 TSI S&S FR 110,Gasolina,110,8.953,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311564467496274-1.png
18.000,Skoda,Scala 1.0 TSI Ambition,Gasolina,110,9.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/14/0/medium/0281548770017a9f91-a27d-cfd7-b468-06b70d739d15.jpg
13.800,Skoda,Fabia 1.0 TSI Ambition Plus,Gasolina,95,10.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/05/02/2/medium/02692176970178b5af-1885-ac45-428d-80c167981fda.jpg
20.900,Skoda,Kamiq 1.5 TSI Ambition,Gasolina,150,5.000,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2021/08/10/2/medium/7e29849c15ae73ae47565e48f374c918.jpg
29.900,Skoda,Karoq 1.5 TSI Ambition ACT,Gasolina,150,7.773,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/4/medium/0309949077m_img_114_2636_46963_1641897112.jpg
42.500,Skoda,Enyaq iV 80,Eléctrico,204,3.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/24/d/medium/0306846255017de6d7-f148-14d5-41ea-1f691bfc1028.jpg
32.990,Skoda,Superb 2.0TDI AdBlue,Diesel,150,10.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/24/5/medium/7ef1cfb258b7de9dcb011faea4ef2095.JPG
19.251,Skoda,Scala 1.0 TSI Sport DSG,Gasolina,110,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/9371f9de8c00a3f5a1fde97d120fb048.jpg
19.380,Skoda,Scala 1.0 TSI Sport DSG,Gasolina,110,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0c7a664051b7b3080f2cbecdde81105e.jpg
21.364,Skoda,Octavia 1.5 TSI Ambition,Gasolina,150,9.890,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031097283516675321_01.jpg
20.700,Skoda,Scala 1.0 TSI Style 81kW,Gasolina,110,4.990,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/4/medium/463c3ec224f10cfc6c91e7070fff208b.jfif
43.500,Skoda,Enyaq iV 80,Eléctrico,204,4.500,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/4/medium/c55bd2849246c8e2c08317bbd5d95924.JPG
16.700,Skoda,Fabia 1.0 TSI Monte Carlo,Gasolina,95,7.263,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/26/6/medium/0307244613313e66e4-8e7b-4335-b4e0-4b582dfafeb9_original.jpg
12.661,Skoda,Fabia 1.0 MPI Active 59kW,Gasolina,80,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/28/1/medium/3b0dec857f0137682f3220330b9c0aa8.jpg
32.682,Skoda,Octavia 1.4TSI PHEV Style,Híbrido,204,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/28/1/medium/4beaeabc487d5006e795ef97dedbbf82.jpg
17.000,Skoda,Scala 1.0 TSI Ambition,Gasolina,95,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/b/medium/f439fe6eb3172f5cadcf76371763c755.jpg
37.800,Skoda,Superb 2.0TDI AdBlue,Diesel,150,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/28/c/medium/aa7bdcf901db0f36d9e200b27ac41315.jpg
18.921,Skoda,Scala 1.0 TSI Style 81kW,Gasolina,110,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/5/medium/315b8449e72eb5c767e3ebee9a38aece.jpg
22.190,Skoda,Kamiq 1.5 TSI Sport,Gasolina,150,6.910,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/26/2/medium/031231779495be89dbd589d1bf9cce0afc0e728f08-5346074-2aa5a356158c44156ad0ff86776ac2082352b14c-wc-265.jpg
20.790,Skoda,Scala 1.0 TSI Sport 81kW,Gasolina,110,5.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/20/9/medium/443e0785e85ea60b0d79c9918a538413.JPG
33.700,Skoda,Octavia Combi 1.4TSI PHEV,Híbrido,204,250,Cantabria,2020,https://imgs.coches.com/coches/fotos/usados/2021/08/10/d/medium/1d08a358ee15f3988d956fb49541d0be.jpg
15.900,Smart,Fortwo Coupé EQ,Eléctrico,82,5.281,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/c/medium/03099723839445LPG_01.jpg
19.990,Smart,Fortwo Cabrio EQ Edition,Eléctrico,82,2.000,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/31/4/medium/03080970275760588965de642237d487347fac3912_original.jpg
19.295,Smart,Fortwo Coupé EQ,Eléctrico,82,3.537,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/23/a/medium/0306748371W1A4533911K431980_1.jpg
16.500,Smart,Forfour EQ,Eléctrico,82,40,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/0311558903645646-2222LLN_01.jpg
16.500,Smart,Forfour EQ,Eléctrico,82,1.035,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311558921645642-8341LLR_01.jpg
15.900,Smart,Forfour EQ,Eléctrico,82,3.418,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311559153645717-9905LLY_01.jpg
19.000,Smart,Forfour EQ,Eléctrico,82,2.900,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/07/9/medium/565223a5a2acc670d4159203a9e7b2fa.jpeg
19.000,Smart,Forfour EQ,Eléctrico,82,2.200,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/11/d/medium/07b6dd22588b77898b8f4c0c98f0e4c0.jpg
19.000,Smart,Forfour EQ,Eléctrico,82,2.010,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/d/medium/013525eee5af19218f5c5ae5dbc0d34b.jpeg
19.000,Smart,Forfour EQ,Eléctrico,82,2.700,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/4/medium/dd11c5b7d07121003c6fff555b5c5e7e.jpeg
19.000,Smart,Forfour EQ,Eléctrico,82,2.600,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/d/medium/e83109ebb7059817401258770b7efed5.jpeg
19.000,Smart,Forfour EQ,Eléctrico,82,2.800,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/9/medium/8ceacee5db7788f2a33f757188a3fe7e.jpeg
19.000,Smart,Fortwo Coupé EQ Passion,Eléctrico,82,3.300,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/9/medium/22c9c1fa5ac70c029cde6a4e9772865e.jpg
19.000,Smart,Forfour EQ,Eléctrico,82,1.500,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/17/a/medium/bfef29fa5006116ff34ee01c171ce1eb.jpeg
18.000,Smart,Fortwo Coupé EQ Passion,Eléctrico,82,4.350,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/10/6/medium/fd8676ccf3bf1d4db024086d06bfd783.jpg
18.000,Smart,Forfour EQ,Eléctrico,82,3.850,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/10/1/medium/3de370fb36878cf16baf7b38bae36788.jpg
19.000,Smart,Forfour EQ,Eléctrico,82,4.420,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/28/5/medium/a09cfc3d0f58f21dc095d1771fadefd6.jpg
24.520,Smart,Fortwo Coupé EQ,Eléctrico,82,3,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/26/d/medium/0d6b03a18f9e3172c22ecf20bbf58c33.jpg
24.520,Smart,Fortwo Coupé EQ,Eléctrico,82,3,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/26/8/medium/a58281e478d4fa97f63abeff8b76ad38.jpg
24.520,Smart,Fortwo Coupé EQ,Eléctrico,82,3,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/26/2/medium/3c4ebbd6fb8ee0ed8f669213c57a9524.jpg
