Marca,Modelo,Motor,Potencia (cv),Precio (€),Km,Ciudad,Año,Image
Mitsubishi,ASX 200 MPI Spirit,Gasolina,150,21.000,6,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/c/medium/0e4cbcc183fd1fcd804af1135539431c.jpg
Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,40.500,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/6/medium/0da3be8afa80b77a192ed6523111818e.jpg
Mitsubishi,PHEV Kaiteki 4WD,Híbrido,188,34.900,1.300,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/4/medium/030631650501_1640019939_038.jpg
Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,38.900,8.300,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/05/9/medium/0563aec386bfb1dd20e18ea0597f30c4.JPG
Mitsubishi,Space 120 MPI Motion,Gasolina,80,11.539,9.787,Asturias,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311562707411509-1.jpg
Mitsubishi,PHEV Kaiteki 4WD,Híbrido,188,38.500,870,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311562711470352-1.jpg
Mitsubishi,150 T Kaiteki 4WD,Gasolina,163,29.900,10,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/1/medium/0311562713477045-1.jpg
Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,34.990,9.990,Granada,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/19/e/medium/03014547590406LRM-1.png
Mitsubishi,150 T Kaiteki Black,Gasolina,163,31.000,0,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/d/medium/0305629841JMBXJGK1WLZ003618-03.jpg
Mitsubishi,150 T Kaiteki Black,Gasolina,163,31.000,0,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/16/1/medium/0305575069JMBXJGK1WLZ003618-03.jpg
Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,35.600,9.600,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/16/5/medium/02962092839487LMV_01.png
Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,35.990,475,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/24/f/medium/fd118e4c42f04bbf08e2616305b6801f.jpg
Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,34.800,9.900,Guadalajara,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/15/c/medium/f8fd0a353b720d3a0be9417cc4bd004e.JPG
Mitsubishi,ASX 200 MPI Spirit,Gasolina,150,22.500,30,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/29/7/medium/0307684883017e01c5-2349-088b-10ca-bedf272a6be9.jpg
Mitsubishi,PHEV Motion 4WD,Híbrido,230,33.500,10.000,Valencia,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/05/9/medium/29ccd53ce28013eafab545284108a60e.JPG
Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,37.000,44,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/24/2/medium/0306864011017de82d-8ecb-48b5-0706-fb54505fef41.jpg
Mitsubishi,PHEV Kaiteki 4WD,Híbrido,230,37.900,5,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/1/medium/0309837807017ccb57-3443-1b24-8e6a-9b53fd22553d.jpg
Mitsubishi,PHEV Kaiteki 4WD,Híbrido,188,37.900,7.500,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/14/0/medium/0290917097017bdedf-b624-1625-63cb-0774495e6494.jpg
Mitsubishi,3.2DI-D Spirit,Diesel,200,23.500,119.000,Madrid,2014,https://imgs.coches.com/coches/fotos/usados/2022/01/18/8/medium/031085614100-1631697476_199.jpg
Mitsubishi,Space 120 MPI Motion,Gasolina,71,11.200,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/2/medium/b0ede314930027d392e10b8cd50ae908.jpeg
Mitsubishi,Space 120 MPI Motion,Gasolina,71,10.800,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/e/medium/b55a2431543917ad9d1fc86ca2084f2e.jpg
Mitsubishi,ASX 200 MPI Spirit,Gasolina,150,21.000,6,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/c/medium/0e4cbcc183fd1fcd804af1135539431c.jpg
Mitsubishi,220DI-D Motion AT,Diesel,150,20.650,60.374,Madrid,2014,https://imgs.coches.com/coches/fotos/usados/2022/01/18/f/medium/031096717316373890_01.jpg
Mitsubishi,PHEV Kaiteki + 4WD,Híbrido,188,40.500,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/01/6/medium/0da3be8afa80b77a192ed6523111818e.jpg
Mitsubishi,ASX 160DI-D Motion,Diesel,114,17.900,43.564,Madrid,2016,https://imgs.coches.com/coches/foto_coche/2018/06/medium/09128679117156933.jpg
Mitsubishi,3.2DI-D Kaiteki 5AT,Diesel,190,38.999,36.000,Malaga,2016,https://imgs.coches.com/coches/fotos/usados/2021/12/13/7/medium/fc0379daf3266e201fff8f5b19f700d9.jpeg
Mitsubishi,3.2DI-D Motion,Diesel,200,17.900,280.000,A Coruña,2012,https://imgs.coches.com/coches/fotos/usados/2021/12/02/7/medium/27fc2df648cd160047ac3cff13ae8d7c.JPG
Mitsubishi,Colt 1.1 ClearTec Invite,Gasolina,75,3.200,193.512,Madrid,2009,https://imgs.coches.com/coches/fotos/usados/2022/01/18/b/medium/031097320916632903_01.jpg
Mitsubishi,3.2DI-D Spirit 200,Diesel,200,14.800,200.000,Sevilla,2015,https://imgs.coches.com/coches/fotos/usados/2022/01/11/a/medium/3b32a655f828fd1b776f3dab00f4fe92.jpg
Mitsubishi,L200 2.2DI-D Doble Cabina,Diesel,150,27.990,39.174,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/30/9/medium/0307782067m_img_176_1773_88694_1640797284.jpg
Mitsubishi,3.2DI-D Motion,Diesel,200,12.900,300.000,Almeria,2009,https://imgs.coches.com/coches/fotos/usados/2021/12/16/2/medium/557639ca45f5cb10f5f11658e9fd35e4.jpg
Mitsubishi,ASX 160 MPI Challenge,Gasolina,117,12.500,130.000,Lleida,2012,https://imgs.coches.com/coches/fotos/usados/2021/11/30/e/medium/fd751219425dacb3aab9152826a2e5c5.jpg
Mitsubishi,220DI-D Kaiteki 6AT,Diesel,150,21.500,84.250,Asturias,2016,https://imgs.coches.com/coches/fotos/usados/2022/01/22/2/medium/1dfe1f71a582eb5e912a2f292e2b6015.jpg
Mitsubishi,3.2DI-D Spirit,Diesel,200,19.000,143.000,Madrid,2014,https://imgs.coches.com/coches/fotos/usados/2021/11/26/b/medium/0302524161017d297d-033f-2416-b17c-a08fb0de9f57.jpg
Mitsubishi,Evolution MR CVT,Gasolina,295,33.990,134.990,Madrid,2009,https://imgs.coches.com/coches/fotos/usados/2022/01/10/b/medium/030973373971eac843ed21b3a640cffb3ac55e09ab_original.jpg
Mitsubishi,3.2DI-D Spirit,Diesel,200,24.995,48.147,Valencia,2015,https://imgs.coches.com/coches/fotos/usados/2021/12/01/d/medium/03033393325253770c541b6c8d941a1d480a67ba3c_original.jpg
Mitsubishi,ASX 160 MPI Motion,Gasolina,117,14.860,51.942,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/18/a/medium/031095989116352983_01.jpg
Mitsubishi,iO 2.0 GDI Base,Gasolina,125,5.999,259.000,Salamanca,2001,https://imgs.coches.com/coches/fotos/usados/2021/11/16/c/medium/a66d698283c4533a2a57afe110cf79d1.JPG
MINI,Mini Mini John Cooper Works,Gasolina,306,44.990,4.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/27/f/medium/c93cc78ead876c4ccdb842f3e281f6de.jpg
MINI,Mini Mini John Cooper Works,Gasolina,306,48.990,3.500,Pontevedra,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/20/1/medium/0eb3ce3705d52c8595aa8cc4eb1afeb7.JPG
MINI,Mini Mini Cooper Aut.,Gasolina,136,25.985,5.838,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/8/medium/031059474716279293_01.jpg
MINI,Mini Mini Cooper Aut.,Gasolina,136,25.985,8.109,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/5/medium/031059488116546605_01.jpg
MINI,Mini Mini Cooper Aut.,Gasolina,136,25.985,6.095,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/2/medium/031059461316215153_01.jpg
MINI,Mini Mini Cooper Aut.,Gasolina,136,25.985,4.649,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/8/medium/031059466516249557_01.jpg
MINI,Mini Mini Cooper Aut.,Gasolina,136,25.985,4.020,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/0/medium/031059487316546602_01.jpg
MINI,Mini Countryman Mini Cooper SE ALL4,Híbrido,220,29.890,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/0/medium/f45fe6992f04f8c940ca264a6d6370dc.JPG
MINI,Mini Mini Cooper S 131kW Aut.,Gasolina,178,29.985,7.490,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/3/medium/031059429515920808_01.jpg
MINI,Mini Mini Cooper SE,Eléctrico,184,29.500,4.023,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/8/medium/ab411c1cf37b2ab2fd7301fd49fc6b3e.jpg
MINI,Mini Mini Cooper Aut.,Gasolina,136,30.900,919,Illes Balears,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311553783248159-3468lgw_photo_07.jpg
MINI,Mini Mini Cooper,Gasolina,136,29.900,17,Illes Balears,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311553435243655-5010lry_photo_11.jpg
MINI,Mini Mini John Cooper Works,Gasolina,306,46.990,7.000,Tenerife,2020,https://imgs.coches.com/coches/fotos/usados/2021/01/14/4/medium/a25f91ec7803126f742864ea2ce51d78.jpg
MINI,Mini Mini Cooper SE,Eléctrico,184,30.800,342,Leon,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/9/medium/0311435411m_img_157_4043_01_1642656172.jpg
MINI,Mini Mini John Cooper Works,Gasolina,231,34.990,9.581,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/11/c/medium/3026466dfee4dc0adac92dd3d20537ad.jpg
MINI,Mini Mini Cooper SE,Eléctrico,184,29.900,0,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/16/a/medium/0276972663m_img_157_1947_01_1623743165.jpg
MINI,Mini Countryman Mini One D,Diesel,116,31.716,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/8/medium/48600a90c538a1cd5d4a5b5404745615.JPG
MINI,Mini Mini Cabrio John Cooper,Gasolina,231,49.368,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/e86df051f29676b3f490364294d007ff.JPG
MINI,Mini Countryman Mini Cooper SE ALL4,Híbrido,220,45.520,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/4/medium/fddf7b305a3304763b0b5193065704ac.JPG
MINI,Mini Mini Cabrio Cooper S Aut.,Gasolina,178,40.527,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/5/medium/aba7ab695ca304c7a64380a0c5a8d011.JPG
MINI,Mini Mini Cooper,Gasolina,120,6.200,140.000,Barcelona,2007,https://imgs.coches.com/coches/fotos/usados/2021/12/05/7/medium/0303938903c52eb75d3755f698138f8045f992e0ec_original.jpg
MINI,Mini Mini One,Gasolina,102,15.500,55.000,Tarragona,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/21/9/medium/f77f9fd8d862448ea5d327d33049cac0.JPG
MINI,Mini Mini One,Gasolina,102,19.900,38.741,Malaga,2019,https://imgs.coches.com/coches/fotos/usados/2021/12/09/5/medium/1cfa373bf2aa06581481fbd020de57c9.JPG
MINI,Mini Mini One,Gasolina,102,19.500,19.338,Alicante,2019,https://imgs.coches.com/coches/fotos/usados/2021/11/27/9/medium/0302864602f3c35c00-26f1-427d-966f-630f61ef350d_original.jpg
MINI,Mini Mini One,Gasolina,102,15.500,37.200,Toledo,2018,https://imgs.coches.com/coches/fotos/usados/2021/10/19/1/medium/0296767311017c5b3e-0329-b4e2-0080-4751dfc63103.jpg
MINI,Mini Mini Cooper S,Gasolina,170,8.500,113.000,Pontevedra,2005,https://imgs.coches.com/coches/fotos/usados/2022/01/23/b/medium/e8c050597c2867c2f990e8aae75ff222.jpg
MINI,Mini Mini One 75,Gasolina,75,8.490,159.996,Madrid,2009,https://imgs.coches.com/coches/fotos/usados/2022/01/20/d/medium/69e2ec76cd8d69c54df9b1ba7bd4f63d.JPG
MINI,Mini Countryman Mini Cooper S E ALL4,Híbrido,224,37.500,12.000,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/27/1/medium/0293239731m_img_157_2406_01_1618556113.jpg
MINI,Mini Countryman Mini Cooper D,Diesel,112,12.900,144.256,Granada,2014,https://imgs.coches.com/coches/fotos/usados/2021/07/26/b/medium/29c2daabfc15b9c772dbffc9dfefb1b1.JPG
MINI,Mini Mini Cooper,Gasolina,115,4.500,152.000,Jaen,2002,https://imgs.coches.com/coches/fotos/usados/2021/12/24/1/medium/108f6903b20bff1843a4c73266941cf6.jpg
MINI,Mini Mini Cooper D Aut.,Diesel,111,12.999,135.000,Malaga,2013,https://imgs.coches.com/coches/fotos/usados/2021/12/17/5/medium/06d4e59d26f80fd765fa9e881fd3959b.jpeg
MINI,Mini Mini One,Gasolina,98,6.900,126.000,Barcelona,2010,https://imgs.coches.com/coches/fotos/usados/2022/01/22/e/medium/445f6b6809b69bc34d6cfd50cc7dcc21.JPG
MINI,Mini Mini Cooper,Gasolina,120,5.750,170.000,Valencia,2009,https://imgs.coches.com/coches/fotos/usados/2022/01/27/3/medium/efbd551beeb4c18a920484bc59371bef.jpg
MINI,Mini Mini One D,Diesel,75,4.900,190.729,Madrid,2004,https://imgs.coches.com/coches/fotos/usados/2022/01/18/d/medium/031097540916505950_01.jpg
MINI,Mini Mini Cooper,Gasolina,115,5.490,134.000,Madrid,2005,https://imgs.coches.com/coches/fotos/usados/2021/12/05/3/medium/d175112c772fc429acc1285c547ed658.jpg
MINI,Mini Mini John Cooper Works,Gasolina,231,27.840,61.253,Valencia,2018,https://imgs.coches.com/coches/fotos/usados/2021/11/09/9/medium/0300069805925ed8b323f5ca15063c57a2c703ce22_original.jpg
MINI,Mini Mini One,Gasolina,98,7.990,93.000,Lleida,2010,https://imgs.coches.com/coches/fotos/usados/2021/10/26/e/medium/14d5371172428b38d9e85af049d96408.JPG
MINI,Mini Mini Cooper,Gasolina,120,5.750,170.000,Valencia,2008,https://imgs.coches.com/coches/fotos/usados/2022/01/26/6/medium/ec07e43ecfe20e3bafbd70b89575e7a7.jpg
MINI,Mini Mini Cooper Aut.,Gasolina,136,17.400,68.000,Madrid,2016,https://imgs.coches.com/coches/fotos/usados/2022/01/22/7/medium/5b04ef8ac25cf2389c448c69077cdc71.jpg
MINI,Mini Countryman Mini Cooper S 184,Gasolina,184,13.450,155.000,Salamanca,2013,https://imgs.coches.com/coches/fotos/usados/2022/01/19/a/medium/82d38f9409165477fb856af8a855de73.JPG
Nissan,Navara 2.3dCi Doble Cabina,Diesel,161,25.569,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/0311563093498766-ex0.jpg
Nissan,Micra IG-T Acenta 92,Gasolina,92,15.344,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311563089498715-portada.jpg
Nissan,Qashqai 1.5dCi N-Connecta,Diesel,115,21.585,300,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/a/medium/031059379714798430_01.jpg
Nissan,X-Trail 1.3 DIG-T Acenta 4x2,Gasolina,160,24.990,15,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/12/e/medium/029552909714345611_01.jpg
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,22.331,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311563091498737-iris_28629.jpg
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,22.331,1,La Rioja,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311563015498737-iris_28629.jpg
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,22.331,1,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311563003498737-iris_28629.jpg
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,20.250,1,Valencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/10/d/medium/0309769123e11ebd0b-f396-472d-bd83-cb3951087193_original.jpg
Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,28.595,1,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/b/medium/0309805477017e436f-6e0d-42a4-20e8-490de4b7b8ed.jpg
Nissan,Juke 1.0 DIG-T,Gasolina,114,18.900,1,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311563761158610-1.jpg
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,18.990,10,La Rioja,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311562787426058-1b.JPG
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,18.990,10,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311562683426058-1b.JPG
Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,29.300,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/f/medium/0310100439017e4f90-c930-8946-b82b-7ae4c51154d0.jpg
Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,29.000,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/a/medium/0310100433017e4f90-457a-73db-00ac-3cce057b75c3.jpg
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,18.990,10,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311562247426058-1b.JPG
Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,29.900,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0310100387017e4f85-8b52-171a-b0e4-42fd210d2933.jpg
Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,27.900,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/2/medium/0310100349017e4f83-cb26-4709-c8c6-36cf5eacc1bf.jpg
Nissan,Juke 1.0 DIG-T,Gasolina,114,19.900,519,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311563745159168-1.jpg
Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,30.250,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/3/medium/0310236615017e5462-d1ce-2523-a14d-7b278453b90b.jpg
Nissan,Qashqai 1.3 DIG-T mHEV 12V,Gasolina,158,30.600,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/b/medium/0310236671017e5463-569e-260d-6d3b-f44f76d34ab3.jpg
Nissan,Terrano 3.0DI Sport,Diesel,154,9.500,177.000,Girona,2004,https://imgs.coches.com/coches/fotos/usados/2022/01/23/a/medium/dfa0f1114c68019c884a3acb421f48c3.jpg
Nissan,Navara 2.3dCi Doble Cabina,Diesel,161,25.569,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/0311563093498766-ex0.jpg
Nissan,Micra IG-T Acenta 92,Gasolina,92,15.344,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311563089498715-portada.jpg
Nissan,Murano 2.5dCi Tekna,Diesel,190,10.450,210.000,Barcelona,2012,https://imgs.coches.com/coches/fotos/usados/2022/01/18/d/medium/50fece4249968f03e23240949bb9e226.JPG
Nissan,Qashqai 1.5dCi N-Connecta,Diesel,115,21.585,300,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/16/a/medium/031059379714798430_01.jpg
Nissan,X-Trail 1.3 DIG-T Acenta 4x2,Gasolina,160,24.990,15,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/12/e/medium/029552909714345611_01.jpg
Nissan,Juke 1.5dCi Acenta 4x2,Diesel,110,13.990,122.000,Badajoz,2018,https://imgs.coches.com/coches/fotos/usados/2021/10/11/1/medium/83f2aba6003fde70520e12848b61a4ff.jpeg
Nissan,Qashqai 1.5dCi N-Connecta,Diesel,110,17.890,94.381,Malaga,2017,https://imgs.coches.com/coches/fotos/usados/2021/11/05/c/medium/029939675113848478_01.jpg
Nissan,Qashqai 1.5dCi Acenta 4x2,Diesel,110,12.990,172.436,Pontevedra,2015,https://imgs.coches.com/coches/fotos/usados/2021/09/12/d/medium/0290612833853ce6b0e4a6023ce9465ee1937d90ef_original.jpg
Nissan,Qashqai 1.5dCi Acenta 4x2,Diesel,110,15.800,137.918,Ciudad Real,2018,https://imgs.coches.com/coches/fotos/usados/2021/07/12/f/medium/d1a10b823461070488cd68949faa4c59.jpeg
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,22.331,1,Vizcaya,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311563091498737-iris_28629.jpg
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,22.331,1,La Rioja,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311563015498737-iris_28629.jpg
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,22.331,1,Cantabria,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311563003498737-iris_28629.jpg
Nissan,Note 1.5dCi Acenta,Diesel,90,7.800,162.000,Valencia,2016,https://imgs.coches.com/coches/fotos/usados/2021/11/04/b/medium/aaa588e46814f40ef210809337a89af1.jpeg
Nissan,Qashqai 1.5dCi Acenta 4x2,Diesel,110,17.900,78.163,Badajoz,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/02/f/medium/a6e3d450b212d7f6f4c2f639b2a6a3de.jpg
Nissan,Qashqai 1.3 DIG-T N-Motion,Gasolina,140,18.900,43.000,Jaen,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/15/f/medium/bf39d9f3b6d745aff7bb46bed6a9273c.jpg
Nissan,Terrano 2.7 TD Comfort,Diesel,100,4.800,155.000,Sevilla,2000,https://imgs.coches.com/coches/fotos/usados/2021/12/10/9/medium/40030921b7aafb25bf9692b378420980.jpg
Nissan,Qashqai 1.3 DIG-T Acenta 4x2,Gasolina,140,18.810,15.601,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/22/8/medium/0311689999b9dfde24-54c5-44b7-aead-19d8c8644c71_original.jpg
Nissan,Qashqai 1.3 DIG-T Acenta 4x2,Gasolina,140,18.450,18.663,Valencia,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/11/d/medium/0309872365e780a230-a891-4c7d-b796-e40ff504ab77_original.jpg
Nissan,Juke 1.0 DIG-T Acenta 4x2,Gasolina,114,20.250,1,Valencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/10/d/medium/0309769123e11ebd0b-f396-472d-bd83-cb3951087193_original.jpg
Opel,Grandland PHEV 1.6 Turbo,Híbrido,225,28.900,3,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/03/26/4/medium/0262963539017868da-86d2-f662-f69a-a6038e802492.jpg
Opel,Combo -e Life Elegance Plus,Eléctrico,136,27.400,0,Valladolid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/11/7/medium/030481176915887388_01.jpg
Opel,Corsa 1.5D DT S/S GS-Line,Diesel,102,17.950,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/f/medium/4f70b09e9f3aa11059c852942d8868d8.JPG
Opel,Corsa 1.5D DT S/S GS-Line,Diesel,102,17.550,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/3/medium/748d83a4a3994d174fe5397fd9900d31.JPG
Opel,Corsa 1.2T XHL S/S Edition,Gasolina,100,15.250,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/4/medium/6d16540c047464fa4f458da6ba3caf3e.JPG
Opel,Corsa -e Edition-e,Eléctrico,136,24.990,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/11/4/medium/030481176715887382_01.jpg
Opel,Corsa 1.2 XEL S/S Edition,Gasolina,75,13.500,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/d/medium/031087839115887292_01.jpg
Opel,Crossland 1.2 S&S 82,Gasolina,82,14.900,600,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/02/b/medium/0293977273017c3ae1-3d76-a3e4-d37a-c537a3f6944a.jpg
Opel,Insignia ST 1.5D DVH S&S,Diesel,122,24.050,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/09/6/medium/821aec89d56c0a8f95278b72f909151d.JPG
Opel,Crossland 1.2 S&S Edition 110,Gasolina,110,17.800,0,Valladolid,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/11/d/medium/030481176315887373_01.jpg
Opel,Mokka 1.2T S&S GS Line,Gasolina,130,24.490,37,Segovia,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/20/0/medium/55a1a30279db673a0c0e4580144da0bf.jpg
Opel,Corsa 1.2T XHL S/S Edition,Gasolina,100,14.700,0,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/d/medium/5c45d882b7b28e03bfa203779ac02386.jpg
Opel,Grandland 1.2T S&S Edition 130,Gasolina,130,26.500,154,Segovia,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/22/8/medium/114dcfdda4f71fe8477d3bc6bfb39835.jpg
Opel,Mokka -e GS Ultimate-e,Eléctrico,136,28.900,7.500,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/17/6/medium/4157c3d12d689d40c2a5c6c97c00416b.jpg
Opel,Mokka -e GS Ultimate-e,Eléctrico,136,33.900,950,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/06/26/1/medium/0278733676017a443f-fb23-cb1a-d3b4-34e22a359d49.jpg
Opel,Mokka -e GS Line-e,Eléctrico,136,31.990,1.200,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/23/b/medium/5f27653a35e78e981adfe4ada3d8acf1.jpg
Opel,Insignia 2.0 T SHT S&S GSi,Gasolina,230,49.580,0,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/25/4/medium/03071595392f57e2d9e10e28aa7ff6a31059fc9d08_original.jpg
Opel,Grandland 1.5CDTi S&S,Diesel,130,22.900,0,Cadiz,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/24/2/medium/b4ff6f9d3cef81ba4765f3c36105c7b8.jpeg
Opel,Mokka 1.2T S&S GS Line,Gasolina,130,24.400,8.000,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/22/2/medium/5d8a7be3b31a1cfd5e35b9c0489f014c.JPG
